Country,"D01T02: Agriculture, hunting, forestry",D03: Fishing and aquaculture,"D05T06: Mining and quarrying, energy producing products","D07T08: Mining and quarrying, non-energy producing products",D09: Mining support service activities,"D10T12: Food products, beverages and tobacco","D13T15: Textiles, textile products, leather and footwear",D16: Wood and products of wood and cork,D17T18: Paper products and printing,D19: Coke and refined petroleum products,D20: Chemical and chemical products,"D21: Pharmaceuticals, medicinal chemical and botanical products",D22: Rubber and plastics products,D23: Other non-metallic mineral products,D24: Basic metals,D25: Fabricated metal products,"D26: Computer, electronic and optical equipment",D27: Electrical equipment,"D28: Machinery and equipment, nec","D29: Motor vehicles, trailers and semi-trailers",D30: Other transport equipment,D31T33: Manufacturing nec; repair and installation of machinery and equipment,"D35: Electricity, gas, steam and air conditioning supply","D36T39: Water supply; sewerage, waste management and remediation activities",D41T43: Construction,D45T47: Wholesale and retail trade; repair of motor vehicles,D49: Land transport and transport via pipelines,D50: Water transport,D51: Air transport,D52: Warehousing and support activities for transportation,D53: Postal and courier activities,D55T56: Accommodation and food service activities,"D58T60: Publishing, audiovisual and broadcasting activities",D61: Telecommunications,D62T63: IT and other information services,D64T66: Financial and insurance activities,D68: Real estate activities,"D69T75: Professional, scientific and technical activities",D77T82: Administrative and support services,D84: Public administration and defence; compulsory social security,D85: Education,D86T88: Human health and social work activities,"D90T93: Arts, entertainment and recreation",D94T96: Other service activities,D97T98: Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
Turkey,119.03397260274,2.89753424657534,5.5786301369863,14.9528767123288,0.857534246575342,52.8295890410959,74.5145205479452,5.0827397260274,14.1687671232877,8.88082191780822,23.4008219178082,4.78712328767123,19.5860273972603,24.8512328767123,40.958904109589,29.9797260273973,7.4813698630137,13.3983561643836,18.713698630137,24.4734246575342,9.41972602739726,29.3980821917808,28.3843835616438,18.6153424657534,150.340273972603,258.584109589041,108.483561643836,11.8616438356164,15.2076712328767,37.3567123287671,5.2241095890411,65.3065753424658,9.28712328767123,19.1230136986301,23.8597260273973,62.9465753424658,141.86904109589,47.2284931506849,62.8084931506849,101.343561643836,87.7049315068493,51.6915068493151,18.9950684931507,19.9879452054795,1.02082191780822
United Kingdom,42.627397260274,1.91178082191781,66.7923287671233,7.01068493150685,4.51424657534247,109.909589041096,25.221095890411,10.698904109589,35.006301369863,10.5893150684932,41.5090410958904,47.0687671232877,28.9495890410959,20.878904109589,14.7161643835616,58.2939726027397,49.5797260273973,17.5487671232877,58.8093150684932,62.2819178082192,44.7731506849315,66.5219178082192,99.0169863013699,88.9175342465753,450.32301369863,729.350136986301,106.126575342466,25.4002739726027,20.4109589041096,86.2895890410959,44.1882191780822,205.607671232877,118.207123287671,125.327397260274,215.264931506849,472.50301369863,942.655890410959,536.608767123288,368.149315068493,343.037808219178,396.576164383562,525.544383561644,112.256438356164,124.260273972603,21.1931506849315
United States,508.320547945205,11.7065753424658,610.243287671233,99.4906849315069,154.337534246575,654.908219178082,73.2786301369863,110.255342465753,272.438356164384,486.583287671233,566.188767123288,452.348219178082,220.649315068493,182.130136986301,215.05698630137,423.775068493151,813.413698630137,174.528219178082,437.555616438356,411.869863013699,436.504657534247,394.130684931507,774.059452054795,183.536712328767,2319.13808219178,5381.31178082192,833.82794520548,40.5328767123288,318.524931506849,386.706849315068,260.775616438356,1526.57205479452,1249.26301369863,867.472054794521,1609.69780821918,4355.19397260274,6871.95561643836,4294.41260273973,2199.53863013699,4653.82739726027,2993.3301369863,4152.90520547945,582.751232876712,794.047671232877,60.1884931506849
Argentina,81.133698630137,5.3317808219178104,41.7052054794521,9.33260273972603,3.33616438356164,55.632602739726,10.7624657534247,2.74794520547945,12.0441095890411,4.90520547945206,15.9156164383562,8.00328767123288,8.34657534246575,8.55698630136986,13.9887671232877,8.45452054794521,3.03671232876712,3.38164383561644,9.63424657534247,9.01561643835616,0.57041095890411,5.4627397260274,30.9008219178082,10.0495890410959,58.1934246575342,184.345753424658,37.621095890411,1.22602739726027,1.72575342465753,9.73342465753425,1.93534246575342,28.941095890411,11.5975342465753,15.14,3.8586301369863,59.2394520547945,50.0016438356164,38.0065753424658,54.9383561643836,99.6846575342466,71.3619178082192,72.8172602739726,5.4441095890411,26.7969863013699,9.3758904109589
Brazil,221.340821917808,17.9701369863014,69.2646575342466,54.6032876712329,4.84,101.898904109589,41.9068493150685,8.21013698630137,29.3523287671233,37.6052054794521,36.912602739726,24.2895890410959,20.6980821917808,17.2854794520548,23.4715068493151,23.28,10.8920547945205,13.9876712328767,26.212602739726,37.1994520547945,9.51123287671233,42.76,94.3334246575342,36.892602739726,178.604657534247,560.401369863014,121.293150684932,7.39671232876712,7.30767123287671,42.1049315068493,14.6912328767123,106.696712328767,18.7942465753425,51.3495890410959,81.16,304.832602739726,436.698630136986,199.024657534247,151.792876712329,452.255342465753,292.205479452055,189.318082191781,14.9706849315069,83.5353424657534,54.6583561643836
Brunei,0.204383561643836,0.00712328767123288,17.706301369863,0.136712328767123,0.389041095890411,0.0526027397260274,0.132876712328767,0.00657534246575342,0.0194520547945205,3.41945205479452,0.102739726027397,2.73972602739726e-4,0.0189041095890411,0.0380821917808219,0.0441095890410959,0.0156164383561644,0.0106849315068493,0.0232876712328767,0.0227397260273973,0,0.208219178082192,0.0205479452054794,0.184931506849315,0.136438356164384,0.648219178082192,1.90301369863014,0.0676712328767123,0.214246575342466,0.385205479452055,0.112876712328767,0.0194520547945205,0.278356164383562,0.0865753424657534,0.596986301369863,0.0208219178082192,2.30191780821918,0.896712328767123,0.825479452054795,0.114246575342466,4.40191780821918,1.33397260273973,0.584931506849315,0.00328767123287671,0.0389041095890411,0.0284931506849315
Bulgaria,5.96931506849315,0.0419178082191781,0.843561643835616,2.01890410958904,0.0224657534246575,3.93315068493151,2.2986301369863,0.416164383561644,0.996712328767123,0.345753424657534,1.24630136986301,0.753424657534247,1.30712328767123,1.39260273972603,1.37452054794521,2.6386301369863,0.683561643835616,1.37315068493151,1.8627397260274,0.774794520547945,0.305205479452055,2.32191780821918,4.96575342465753,1.52684931506849,6.45890410958904,23.1627397260274,5.07041095890411,0.132054794520548,0.267671232876712,2.47123287671233,0.532876712328767,4.14575342465753,1.47561643835616,2.92054794520548,6.10219178082192,10.2920547945205,16.3520547945205,5.98876712328767,4.03315068493151,10.0654794520548,6.12876712328767,6.10849315068493,1.7758904109589,1.5027397260274,0.212054794520548
Cambodia,11.6561643835616,4.62438356164384,0,0.78027397260274,0.183835616438356,1.44109589041096,10.2479452054795,1.49205479452055,0.295068493150685,0.242465753424658,0.169041095890411,0.0975342465753425,0.272328767123288,0.133150684931507,0.441095890410959,0.318082191780822,0.538082191780822,0.216438356164384,0.281095890410959,0.601369863013699,0.127671232876712,0.316164383561644,0.180821917808219,0.252328767123288,5.04739726027397,5.64328767123288,1.66602739726027,0.246575342465753,0.242739726027397,0.945479452054795,0.393424657534247,2.83068493150685,0.363013698630137,1.14383561643836,0.225479452054794,1.02438356164384,2.36191780821918,0.712876712328767,0.524931506849315,0.891780821917808,0.920547945205479,1.56684931506849,0.601095890410959,0.881917808219178,0
China,2312.0002739726,263.224109589041,593.857808219178,247.312876712329,20.0109589041096,1123.99780821918,568.781369863014,139.090410958904,326.281095890411,448.461917808219,873.239178082192,329.761917808219,300.301369863014,936.145205479452,1147.89917808219,599.684383561644,703.186575342466,499.471232876712,665.702191780822,652.958904109589,124.885205479452,316.040821917808,859.942739726027,194.253698630137,2496.48301369863,3388.85890410959,1022.65945205479,85.0797260273973,107.598082191781,190.756164383562,131.493698630137,629.737260273973,109.369315068493,298.006575342466,687.896164383562,2691.54273972603,2463.31835616438,769.047945205479,1123.2898630137,1674.27452054795,1296.07589041096,787.242465753425,249.193150684931,593.016164383562,0
Croatia,4.36520547945205,0.406575342465753,0.187945205479452,0.281643835616438,0.203561643835616,4.97917808219178,1.11369863013699,0.889041095890411,0.98958904109589,1.75424657534247,0.441917808219178,1.20438356164384,0.818630136986301,1.19205479452055,0.202739726027397,2.42712328767123,0.826027397260274,0.937808219178082,0.923013698630137,0.276712328767123,0.300547945205479,1.65561643835616,3.62931506849315,1.81232876712329,7.08986301369863,16.8361643835616,3.22,0.588219178082192,0.159452054794521,1.86438356164384,0.72958904109589,9.01342465753425,1.24958904109589,2.57150684931507,2.85068493150685,8.50493150684932,12.8350684931507,8.16328767123288,3.46712328767123,7.58301369863014,6.82493150684932,6.90383561643836,2.77397260273973,2.29315068493151,0.0536986301369863
Cyprus,1.74161319478721,0.152179793719271,0.0184460356023359,0.0403507028801097,0.00922301780116794,1.3726924827405,0.0664825866500856,0.229806860212434,0.173700168588663,0.0195989128274819,0.109523336388869,0.557223992153896,0.119514939006801,0.501501592938507,0.074552727226107507,0.436171883513567,0.0899244235613874,0.0507265979064237,0.0991474413625554,0.0199832052358639,0.00653297094249396,0.605260543201646,1.13327831231851,0.651375632207486,5.00733008121743,9.0297187197518,0.768969109172377,2.43218665264966,0.0964573945038814,2.3630140191409,0.175237338222191,5.78321645374068,1.40113012096076,1.44609233274146,2.12129409426863,7.41184768046359,8.10357401555118,6.58792475689258,1.56407010211473,7.08904205742271,4.86629476734123,3.21153165684835,1.43955936179896,1.41458035525413,0.760130383779591
Ethiopia,68.3698375214808,0.23485514627428,0.0320758091867312,0.333187903934939,0.039607971633126,2.02772505731356,1.25049693610996,0.424020592915893,0.539235038685774,0.193585702810725,0.723325012457412,0.0936795959591933,0.291242347634677,0.696505426523267,0.364748768130544,0.714345160043318,0.863451500362052,0.714105217427043,1.58435909096049,0.265760441786265,0.744325989946888,1.31553338225131,0.223374313726802,1.32609091645652,45.2447035839245,27.2088310936167,4.40933067007024,0.141540533091802,0.175033507813924,2.25890131891725,0.0599655107089329,5.31768138592951,0.328262982981398,0.398679575031817,0.51323474411836,6.92780436680153,0.0619196491522583,3.91756733680323,3.96650268091971,9.45032384561892,7.5687449284368,2.40722487147575,0.197952623100498,2.16265108617647,2.5398296018435502
Rwanda,0.154715282981268,0.104064766138885,0,0.583393385930115,0,0.446009117817757,0.609635090137312,0.234312765723775,0.0414058649862832,0,0.0319598020092501,0.00535774718262546,0.0110608543752808,0.344099912695971,0.00574044340995585,0.0854999376182042,0,0,0,0,0,0.177916409491331,0.274352565275243,0.104064766138885,1.58304583641577,2.36826179910009,1.32106300303263,0.009530120370049,0.0118127839317374,0.133421685180686,0,0.498249486361936,0.212809716938886,0.149864217610695,0.0914268631473735,0.649616418927588,1.91416100140314,0.570779474882978,0.917662028679263,1.53889714775079,0.756834662828258,0.488789053076583,0.0568387864392323,0.471114483823258,0.850116511637296
Egypt,74.4813522902957,2.32565998354227,15.3788653553675,50.4633884245897,7.72419337739252,23.1143245749926,22.1985351325662,5.81648649688629,3.5937645580181,3.13235317941669,3.40587457756345,2.0369711232764,3.12979266389902,7.74935159683677,3.03249307422767,11.0121614212992,0.4887991711638,3.84433855127235,0.552941705460807,0.629530289869007,0.226978356585113,16.8391816845556,7.32861791282315,7.89044724242692,39.647452477994,91.7165192859322,50.8291169115869,0.460797370232583,0.644899816064689,3.6867062327202,1.08500359810173,16.246834880777,0.860672011227684,2.77419955227765,1.09399095939833,30.730156089423,4.58975787950299,44.7494781869962,20.2907404282564,49.2625435346612,12.3382027949643,15.2155255816676,0.719980054596974,3.99785914802236,1.10718361925266
India,1110.06273972603,78.1284931506849,89.9438356164383,31.1208219178082,35.1528767123288,126.125479452055,143.095890410959,17.3232876712329,27.8243835616438,81.8246575342466,98.7189041095891,76.1101369863014,44.1791780821918,72.1032876712329,89.1764383561644,47.1353424657534,27.5638356164384,39.672602739726,74.313698630137,86.3427397260274,37.2331506849315,42.4635616438356,153.253424657534,35.0172602739726,540.053424657534,747.510136986301,262.382191780822,3.96301369863014,10.2561643835616,55.9767123287671,14.8578082191781,68.478904109589,29.4106849315068,63.4904109589041,302.647671232877,374.672328767123,492.841095890411,26.9345205479452,251.05397260274,425.057534246575,283.455342465753,116.08,20.161095890411,125.594794520548,11.5923287671233
Indonesia,291.499178082192,74.2572602739726,141.488767123288,77.4008219178082,11.8219178082192,152.688493150685,58.2369863013699,13.6761643835616,25.1780821917808,56.6024657534247,36.56,4.26575342465753,15.7838356164384,15.8695890410959,21.7613698630137,45.5035616438356,18.1682191780822,15.4915068493151,8.27150684931507,46.7249315068493,18.5761643835616,13.7953424657534,33.9895890410959,1.92876712328767,300.620273972603,371.724383561644,72.6241095890411,12.1797260273973,47.9964383561644,16.7123287671233,4.01068493150685,79.4145205479452,19.3076712328767,74.3372602739726,13.9068493150685,118.592602739726,78.1260273972603,9.01753424657534,42.6032876712329,104.298082191781,92.6942465753425,30.4147945205479,13.2753424657534,28.1046575342466,10.3101369863014
Hong Kong,0.492602739726027,0.083013698630137,0,0,0.209041095890411,7.05068493150685,0.726575342465753,0.585205479452055,0.364657534246575,0.0967123287671233,0.104109589041096,0.0627397260273973,0,0.136986301369863,0.0772602739726027,0.207123287671233,0.141643835616438,0.124109589041096,0.129315068493151,0.118904109589041,0.0558904109589041,0.252054794520548,6.41616438356164,5.54465753424658,42.4487671232877,202.638082191781,18.1449315068493,6.48465753424658,26.4583561643836,1.6627397260274,3.0758904109589,32.2490410958904,5.97972602739726,17.2923287671233,11.2098630136986,188.552328767123,143.796164383562,45.1361643835616,9.74821917808219,58.0687671232877,42.5586301369863,40.4471232876712,7.24547945205479,14.9112328767123,12.7808219178082
Kazakhstan,20.7180821917808,0.880547945205479,61.6424657534247,13.4032876712329,3.06520547945205,12.3758904109589,0.584109589041096,0.115616438356164,0.575616438356164,4.55753424657534,1.87671232876712,1.3186301369863,0.851780821917808,2.76821917808219,19.8084931506849,1.14246575342466,0.11013698630137,0.664931506849315,0.641643835616438,0.844383561643835,0.404109589041096,2.56054794520548,7.91150684931507,1.24054794520548,26.1164383561644,82.3931506849315,31.1882191780822,0.188767123287671,1.93232876712329,6.49917808219178,0.452054794520548,5.59424657534247,1.53369863013699,6.15945205479452,1.70712328767123,16.2775342465753,38.1,21.8008219178082,10.9002739726027,7.42356164383562,13.1734246575342,9.32109589041096,3.5772602739726,13.9016438356164,0.349315068493151
Laos,8.31260273972603,1.37972602739726,0.356164383561644,3.06602739726027,0.0616438356164384,0.861369863013699,0.626301369863014,0.453972602739726,0.0106849315068493,0.180547945205479,0.0863013698630137,0.0567123287671233,0.0276712328767123,0.393972602739726,1.11917808219178,0.144657534246575,0.016986301369863,0.010958904109589,5.47945205479452e-4,0.00465753424657534,0.00164383561643836,0.303013698630137,2.83041095890411,0.123287671232877,3.08958904109589,6.18191780821918,0.766027397260274,0.00849315068493151,0.11013698630137,0.0136986301369863,0.137808219178082,1.15835616438356,0.1,0.678356164383562,0.102465753424658,1.73369863013699,2.38767123287671,0.369041095890411,0.174246575342466,4.49041095890411,0.664931506849315,0.193424657534247,0.196438356164384,0.517808219178082,0.20027397260274
Malaysia,69.8169863013699,7.50191780821918,81.4298630136986,4.42547945205479,8.03917808219178,21.8734246575342,4.2772602739726,3.9758904109589,6.6813698630137,26.5564383561644,19.8358904109589,1.19260273972603,8.92027397260274,6.54301369863014,5.82958904109589,8.6041095890411,45.7402739726027,4.8213698630137,5.42931506849315,6.83698630136986,3.51479452054795,6.44657534246575,19.127397260274,5.13424657534247,33.1887671232877,136.664383561644,8.44739726027397,4.86356164383562,4.46356164383562,11.9104109589041,1.37616438356164,24.8150684931507,4.83260273972603,24.7813698630137,11.9016438356164,64.6515068493151,31.0854794520548,17.7961643835616,8.17643835616438,42.2558904109589,34.3520547945205,13.6742465753425,6.48684931506849,2.31917808219178,99.9383561643836
Malta,0.251780821917808,0.0961643835616438,0.0197260273972603,0.043013698630137,0.0191780821917808,0.512328767123288,0.0438356164383562,0.0276712328767123,0.241917808219178,2.73972602739726e-4,0.036986301369863,0.0931506849315069,0.226575342465753,0.122191780821918,0.00191780821917808,0.147397260273973,0.456712328767123,0.0556164383561644,0.0263013698630137,0.00712328767123288,0.198082191780822,0.753972602739726,0.285753424657534,0.272054794520548,1.27287671232877,3.46931506849315,0.261095890410959,0.106849315068493,0.2,1.53452054794521,0.111232876712329,1.77506849315068,0.249041095890411,0.757260273972603,1.36191780821918,2.07616438356164,1.78767123287671,2.81671232876712,2.43150684931507,1.93890410958904,1.89013698630137,2.04054794520548,4.86739726027397,0.317260273972603,0.0756164383561644
Morocco,37.4397260273973,3.04657534246575,0.0610958904109589,6.8613698630137,1.36301369863014,19.5287671232877,4.98328767123288,0.475068493150685,1.12493150684932,8.21917808219178e-4,6.92602739726027,2.70657534246575,0.183835616438356,3.79150684931507,1.99534246575342,1.94082191780822,0.321369863013699,3.37397260273973,0.206027397260274,2.21972602739726,0.635068493150685,1.72986301369863,7.50054794520548,1.32219178082192,16.0421917808219,25.4309589041096,6.09698630136986,0.905479452054795,0.862739726027397,3.33315068493151,1.3641095890411,6.78931506849315,0.767945205479452,5.1558904109589,3.23232876712329,13.7452054794521,14.4895890410959,8.87917808219178,4.61643835616438,27.261095890411,22.5794520547945,10.1,0.901917808219178,1.38794520547945,1.24
Myanmar,65.6328767123288,13.0301369863014,5.66027397260274,2.10794520547945,0.0553424657534247,9.32821917808219,7.01890410958904,1.0358904109589,1.02958904109589,1.70356164383562,1.26986301369863,0.742191780821918,0.837808219178082,1.37917808219178,1.31315068493151,1.14520547945205,1.04986301369863,0.672054794520548,0.970958904109589,1.33972602739726,0.33972602739726,1.91698630136986,0.925205479452055,0.211232876712329,6.94520547945205,15.6405479452055,3.88739726027397,1.4813698630137,1.11452054794521,1.35342465753425,0.238356164383562,4.56657534246575,0.851232876712329,3.55917808219178,0.581095890410959,4.15095890410959,5.36191780821918,3.08219178082192,2.0186301369863,6.00849315068493,3.64328767123288,4.39917808219178,0.744109589041096,1.26191780821918,0
Peru,38.8684931506849,2.68191780821918,15.4728767123288,35.4920547945205,2.33917808219178,21.3865753424658,8.57643835616438,1.77342465753425,5.38986301369863,6.32,5.35123287671233,1.1841095890411,3.32383561643836,7.0827397260274,6.68958904109589,4.78328767123288,0.203561643835616,0.956986301369863,2.48493150684931,0.848767123287671,1.39397260273973,7.49315068493151,9.09945205479452,2.38520547945205,43.5693150684932,65.3309589041096,25.3983561643836,0.657808219178082,1.82383561643836,7.57890410958904,0.737260273972603,25.7424657534247,3.24684931506849,8.39013698630137,1.68657534246575,29.787397260274,24.7545205479452,14.5449315068493,15.9120547945205,33.5517808219178,28.8550684931507,16.6835616438356,3.44657534246575,10.1775342465753,2.55561643835616
Philippines,100.151780821918,15.6375342465753,3.98356164383562,6.34904109589041,0.621643835616438,84.5501369863014,12.6780821917808,2.03342465753425,2.40438356164384,10.3356164383562,7.65835616438356,1.34794520547945,2.5172602739726,4.19753424657534,3.7186301369863,2.54712328767123,30.2553424657534,7.66794520547945,2.03917808219178,3.45150684931507,1.88246575342466,4.25041095890411,37.4515068493151,4.05013698630137,32.9915068493151,126.021643835616,19.4041095890411,2.75178082191781,3.94356164383562,5.35397260273973,0.60986301369863,24.8482191780822,4.02520547945205,15.0208219178082,12.2920547945205,65.4693150684931,45.3972602739726,7.29561643835616,25.6734246575342,34.0216438356164,30.9901369863014,8.67315068493151,10.9115068493151,17.2747945205479,0
Romania,28.1016438356164,0.74,4.17972602739726,0.386301369863014,0.411232876712329,30.3942465753425,10.2967123287671,3.60931506849315,2.82986301369863,7.07561643835616,3.46082191780822,0.767671232876712,5.53561643835617,4.49369863013699,5.22191780821918,6.15315068493151,3.3158904109589,6.94,5.71780821917808,16.3465753424658,2.74767123287671,8.93945205479452,16.7849315068493,5.19260273972603,36.321095890411,65.9841095890411,29.8520547945205,1.23890410958904,0.60958904109589,7.75616438356164,1.47534246575342,12.6646575342466,5.5813698630137,8.14986301369863,21.8758904109589,16.4484931506849,49.5309589041096,33.9142465753425,16.9967123287671,36.7638356164384,23.2471232876712,28.7169863013699,9.50876712328767,8.05150684931507,3.96958904109589
Russia,142.768219178082,11.4945205479452,462.793698630137,52.4791780821918,27.2065753424657,82.04,10.0041095890411,11.0002739726027,18.6876712328767,124.70602739726,43.6786301369863,10.2567123287671,10.7495890410959,22.0093150684931,103.655890410959,31.0547945205479,22.9161643835616,10.3635616438356,15.2512328767123,16.3635616438356,33.972602739726,29.2441095890411,108.53095890411,20.7254794520548,233.5,566.254520547945,168.278356164384,4.92438356164384,13.406301369863,74.6912328767123,7.24027397260274,35.1246575342466,13.7128767123288,41.3260273972603,46.3060273972603,176.113424657534,385.22,167.789589041096,93.1041095890411,303.052602739726,128.478904109589,135.184383561644,39.3065753424658,23.4608219178082,26.0945205479452
Saudi Arabia,46.3608219178082,0.755068493150685,621.688219178082,9.55315068493151,2.58876712328767,37.6964383561644,7.74821917808219,2.66054794520548,10.3975342465753,72.1580821917808,65.7183561643836,0.967123287671233,6.96931506849315,13.7515068493151,11.5657534246575,14.0419178082192,0.309315068493151,9.66465753424658,4.57232876712329,2.36684931506849,0.916164383561644,9.80958904109589,30.786301369863,4.59260273972603,108.793698630137,166.064657534247,14.1830136986301,1.98328767123288,16.4452054794521,14.6608219178082,0.836438356164384,21.2994520547945,2.26054794520548,70.0309589041096,2.3372602739726,76.6309589041096,145.605479452055,17.4756164383562,31.881095890411,195.475890410959,132.939726027397,69.3156164383562,13.8449315068493,23.0841095890411,8.0786301369863
Singapore,0.306301369863014,0.20958904109589,0,0,0,8.55698630136986,1.06876712328767,0.345753424657534,2.95342465753425,8.94109589041096,43.8772602739726,14.9172602739726,1.80630136986301,0.87972602739726,1.08602739726027,4.19780821917808,44.7953424657534,2.06630136986301,17.1515068493151,1.02465753424658,16.0780821917808,11.0120547945205,8.03013698630137,4.25534246575343,45.9553424657534,176.96602739726,12.6156164383562,12.5109589041096,9.73643835616439,28.12,1.74767123287671,21.4093150684931,7.00821917808219,12.6,20.9769863013699,120.848493150685,81.4013698630137,57.7679452054795,56.2304109589041,27.052602739726,32.446301369863,25.7139726027397,10.4232876712329,6.97369863013699,6.58191780821918
South Africa,18.9457534246575,1.94246575342466,13.7112328767123,38.913698630137,0.785205479452055,25.6432876712329,4.98958904109589,2.08246575342466,7.79095890410959,13.6553424657534,9.52821917808219,2.13123287671233,3.2158904109589,3.76328767123288,7.14520547945206,6.30876712328767,1.55342465753425,3.09534246575342,8.40767123287671,8.85260273972603,1.61068493150685,2.34054794520548,20.2043835616438,11.4117808219178,22.8350684931507,99.466301369863,26.06,0.65041095890411,3.99452054794521,11.406301369863,1.89561643835616,10.4197260273973,4.08465753424658,20.6564383561644,11.4032876712329,64.7794520547945,66.4287671232877,37.8178082191781,25.9421917808219,79.598904109589,65.0090410958904,45.787397260274,6.04575342465753,3.23671232876712,73.1997260273973
Taiwan,24.2320547945206,4.0758904109589,0.931506849315068,1.79972602739726,0.957534246575342,22.0915068493151,14.0827397260274,1.19945205479452,9.45753424657534,16.4772602739726,39.2238356164384,3.90493150684931,16.567397260274,9.73068493150685,28.1835616438356,28.9775342465753,215.185753424658,14.3786301369863,25.2408219178082,12.3802739726027,9.47068493150685,7.05698630136986,18.5471232876712,9.81232876712329,39.0717808219178,281.56301369863,21.0534246575342,2.91287671232877,7.68547945205479,14.807397260274,3.56438356164384,38.5383561643836,11.0994520547945,23.8616438356164,16.0693150684932,107.518356164384,133.430136986301,35.6035616438356,24.653698630137,106.633424657534,68.5490410958904,48.4430136986301,13.4723287671233,29.1904109589041,10.5402739726027
Thailand,103.588219178082,11.5197260273973,24.9460273972603,5.73972602739726,2.04630136986301,59.7556164383562,37.4079452054794,3.50301369863014,7.30684931506849,10.1186301369863,27.0567123287671,3.58876712328767,16.2394520547945,13.841095890411,8.2372602739726,9.43890410958904,46.312602739726,11.0739726027397,11.5276712328767,21.3586301369863,6.06931506849315,22.9660273972603,52.8895890410959,6.7427397260274,27.6180821917808,259.150410958904,22.4854794520548,13.0024657534247,8.18027397260274,1.5772602739726,5.66657534246575,41.2252054794521,7.34027397260274,16.8838356164384,4.56520547945206,78.387397260274,37.4205479452055,11.5150684931507,14.332602739726,80.7416438356164,56.3649315068493,22.9271232876712,3.47945205479452,9.53917808219178,7.91808219178082
Tunisia,9.44383561643836,1.76986301369863,2.98328767123288,0.413150684931507,0.266849315068493,3.2227397260274,3.84575342465753,0.323561643835616,0.466575342465753,0.0301369863013699,0.812876712328767,0.553150684931507,0.249315068493151,1.27972602739726,0.22027397260274,1.34520547945205,0.962739726027397,0.475890410958904,1.07643835616438,0.781095890410959,0.171232876712329,0.646027397260274,0.447397260273973,0.335616438356164,4.19123287671233,11.0334246575342,4.45424657534247,0.367671232876712,0.452602739726027,2.1786301369863,0.829041095890411,5.10109589041096,0.454246575342466,3.36,1.00821917808219,4.66739726027397,6.4027397260274,2.72301369863014,1.69835616438356,18.4682191780822,0.26986301369863003,0.231232876712329,0.163835616438356,0.213698630136986,0.372602739726027
Vietnam,80.1364383561644,16.4438356164384,42.6243835616438,2.66082191780822,0.61945205479452,29.6019178082192,45.6753424657534,2.75643835616438,5.07452054794521,4.20958904109589,8.57150684931507,2.71808219178082,8.23205479452055,13.2183561643836,8.32191780821918,8.94794520547945,13.3838356164384,13.6227397260274,2.80027397260274,4.53369863013699,4.07150684931507,15.2090410958904,17.8698630136986,3.05095890410959,32.98,61.3008219178082,9.32520547945205,2.4841095890411,2.39890410958904,7.84794520547945,1.26438356164384,18.7224657534247,1.91506849315069,6.38958904109589,2.08383561643836,19.8131506849315,20.0569863013699,13.1175342465753,3.80246575342466,15.8561643835616,19.3290410958904,6.69041095890411,5.91342465753425,3.69616438356164,0.685753424657534
